artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Scissor Sisters,Logged In,Avery,F,12,Martinez,209.34485,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Ooh,200,1543512720796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
The Coffee Club Orchestra,Logged In,Rylan,M,42,George,386.76853,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Overture,200,1543512802796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Eagle-Eye Cherry,Logged In,Avery,F,13,Martinez,242.78159,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Save Tonight,200,1543512929796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
,Logged In,Chloe,F,56,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940782796.0,1041,,200,1543512951796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Curtis Mayfield,Logged In,Avery,F,14,Martinez,534.33424,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Move On Up (Extended LP Version),200,1543513171796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Russian Circles,Logged In,Rylan,M,43,George,346.20036,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Death Rides a Horse,200,1543513188796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
,Logged In,Avery,F,15,Martinez,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Downgrade,1540646838796.0,1017,,200,1543513243796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
,Logged In,Avery,F,16,Martinez,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1540646838796.0,1017,,200,1543513249796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Casiotone For The Painfully Alone,Logged In,Joseph,M,0,Gutierrez,139.41506,free,"Columbia, SC",PUT,NextSong,1540809335796.0,721,Old Panda Days (w/ Nick Krgovich),200,1543513262796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",75
Ron Carter,Logged In,Chloe,F,57,Cuevas,497.13587,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,1041,I CAN'T GET STARTED,200,1543513314796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
,Logged In,Joseph,M,1,Gutierrez,,free,"Columbia, SC",GET,Home,1540809335796.0,721,,200,1543513332796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",75
Metallica,Logged In,Joseph,M,2,Gutierrez,386.66404,free,"Columbia, SC",PUT,NextSong,1540809335796.0,721,No Remorse,200,1543513401796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",75
Captain Sensible,Logged In,Rylan,M,44,George,338.72934,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Wot,200,1543513534796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Renato Carosone,Logged In,Walter,M,0,Frye,192.57424,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540919166796.0,1047,Blues (2005 Digital Remaster),200,1543513551796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",39
Tub Ring,Logged In,Avery,F,17,Martinez,233.69098,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Invalid,200,1543513705796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Escape The Fate,Logged In,Joseph,M,3,Gutierrez,259.39546,free,"Columbia, SC",PUT,NextSong,1540809335796.0,721,Harder Than You Know,200,1543513787796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14""",75
Yael NaÃÂ¯m,Logged In,Chloe,F,58,Cuevas,214.85669,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,1041,New Soul,200,1543513811796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Radiohead,Logged In,Rylan,M,45,George,317.93587,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Weird Fishes/Arpeggi,200,1543513872796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Death Cab for Cutie,Logged In,Avery,F,18,Martinez,216.42404,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,A Lack Of Color (Album Version),200,1543513938796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
New Order,Logged In,Chloe,F,59,Cuevas,313.62567,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,1041,Sooner Than You Think,200,1543514025796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Dwight Yoakam,Logged In,Avery,F,19,Martinez,239.3073,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,You're The One,200,1543514154796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Fukkk Offf,Logged In,Rylan,M,46,George,409.05098,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Love My Shake,200,1543514189796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
,Logged In,Rylan,M,47,George,,paid,"Birmingham-Hoover, AL",GET,Home,1541020249796.0,983,,200,1543514278796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Slipknot,Logged In,Chloe,F,60,Cuevas,159.76444,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,1041,Spit It Out [Explicit],200,1543514338796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Slaves To Gravity,Logged In,Avery,F,20,Martinez,225.25342,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Big Red,200,1543514393796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Kings Of Leon,Logged In,Chloe,F,61,Cuevas,242.99057,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,1041,Holy Roller Novocaine,200,1543514497796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,Logged In,Rylan,M,48,George,277.15873,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),200,1543514598796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Amos Lee,Logged In,Avery,F,21,Martinez,259.26485,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,All My Friends,200,1543514618796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Duncan Dhu,Logged In,Chloe,F,62,Cuevas,202.91873,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,1041,No Puedo Evitar (Pensar En Ti),200,1543514739796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Reel Big Fish,Logged In,Rylan,M,49,George,185.80853,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,She Has A Girlfriend Now,200,1543514875796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Amon Amarth,Logged In,Avery,F,22,Martinez,298.55302,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Burning Creation,200,1543514877796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
John Mayer,Logged In,Chloe,F,63,Cuevas,241.6322,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,1041,Back To You,200,1543514941796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
The 69 Eyes,Logged In,Rylan,M,50,George,224.78322,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Don't Turn Your Back On Fear,200,1543515060796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Ladytron,Logged In,Avery,F,23,Martinez,278.07302,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Ladybird,200,1543515175796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Leonard Cohen,Logged In,Chloe,F,64,Cuevas,307.43465,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,1041,Famous Blue Raincoat,200,1543515182796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Bright Eyes,Logged In,Aleena,F,0,Kirby,200.72444,paid,"Waterloo-Cedar Falls, IA",PUT,NextSong,1541022995796.0,1069,Take It Easy (love Nothing) (Album Version),200,1543515225796,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,44
Gym Class Heroes,Logged In,Rylan,M,51,George,428.77342,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Live Forever [Fly With Me] [feat. Daryl Hall],200,1543515284796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Beverley Craven,Logged In,Avery,F,24,Martinez,219.34975,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Promise Me,200,1543515453796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Masta Killa,Logged In,Chloe,F,65,Cuevas,195.70893,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,1041,Ringing Bells,200,1543515489796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Andre Hazes,Logged In,Avery,F,25,Martinez,206.70649,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Droomland (duet met Paul de Leeuw),200,1543515672796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
,Logged In,Avery,F,26,Martinez,,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,Logout,1540646838796.0,1017,,307,1543515673796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Beirut,Logged In,Chloe,F,66,Cuevas,185.15546,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,1041,My Night With the Prostitute From Marseille,200,1543515684796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Tyrone Wells,Logged In,Rylan,M,52,George,275.80036,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,This Is Beautiful,200,1543515712796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
,Logged Out,,,27,,,paid,,GET,Home,,1017,,200,1543515736796,,
,Logged In,Chloe,F,67,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Home,1540940782796.0,1041,,200,1543515737796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
,Logged Out,,,28,,,paid,,PUT,Login,,1017,,307,1543515737796,,
,Logged In,Avery,F,29,Martinez,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1540646838796.0,1017,,200,1543515768796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Melanie,Logged In,Chloe,F,68,Cuevas,245.86404,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,1041,Look What They Done To My Song_ Ma,200,1543515869796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Jimmy Eat World,Logged In,Avery,F,30,Martinez,166.00771,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,The Middle,200,1543515878796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Blackstreet,Logged In,Rylan,M,53,George,26.90567,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Taja's Lude (Interlude),200,1543515987796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Omara Portuondo,Logged In,Rylan,M,54,George,202.86649,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Juramento,200,1543516013796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Jack Johnson,Logged In,Avery,F,31,Martinez,146.25914,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,The News,200,1543516044796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Melody Gardot,Logged In,Chloe,F,69,Cuevas,245.83791,paid,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1540940782796.0,1041,Love Me Like A River Does,200,1543516114796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
Charttraxx Karaoke,Logged In,Avery,F,32,Martinez,225.17506,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Fireflies,200,1543516190796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Grant Lee Buffalo,Logged In,Rylan,M,55,George,169.76934,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Mighty Joe Moon,200,1543516215796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Radiohead,Logged In,Rylan,M,56,George,261.45914,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Karma Police,200,1543516384796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Madeleine Peyroux,Logged In,Avery,F,33,Martinez,258.71628,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Love And Treachery,200,1543516415796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Bon Jovi,Logged In,Rylan,M,57,George,224.522,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,It's My Life,200,1543516645796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
,Logged In,Chloe,F,70,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Downgrade,1540940782796.0,1041,,200,1543516649796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
James Taylor,Logged In,Avery,F,34,Martinez,338.80771,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Country Road,200,1543516673796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Jesse Cook,Logged In,Rylan,M,58,George,301.71383,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,CanciÃÂ³n Triste,200,1543516869796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
The Black Keys,Logged In,Avery,F,35,Martinez,239.59465,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Unknown Brother,200,1543517011796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Radiohead,Logged In,Rylan,M,59,George,284.44689,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Kid A,200,1543517170796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Randy Crawford,Logged In,Avery,F,36,Martinez,270.75873,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Almaz,200,1543517250796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Randy Crawford,Logged In,Rylan,M,60,George,270.75873,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Almaz,200,1543517454796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Dr. Alban,Logged In,Avery,F,37,Martinez,210.05016,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Born In Africa,200,1543517520796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Two Door Cinema Club,Logged In,Rylan,M,61,George,189.67465,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,What You Know,200,1543517724796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
The Avett Brothers,Logged In,Avery,F,38,Martinez,287.97342,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Head Full Of Doubt/Road Full Of Promise,200,1543517730796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
The Bravery,Logged In,Rylan,M,62,George,187.37587,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Hot Pursuit,200,1543517913796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Greg Dulli,Logged In,Avery,F,39,Martinez,221.17832,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Pussywillow,200,1543518017796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Guns N' Roses,Logged In,Rylan,M,63,George,284.05506,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Don't Cry (Original),200,1543518100796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Major Organ And The Adding Machine,Logged In,Avery,F,40,Martinez,46.05342,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Kissing Behind The Rubbery Grinder,200,1543518238796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
RJD2,Logged In,Avery,F,41,Martinez,237.53098,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Beyond The Beyond (Instrumental),200,1543518284796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Fatback,Logged In,Rylan,M,64,George,315.66322,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Yum Yum (Gimme Some),200,1543518384796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
,Logged In,Rylan,M,65,George,,paid,"Birmingham-Hoover, AL",GET,Downgrade,1541020249796.0,983,,200,1543518387796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Secos And Molhados,Logged In,Avery,F,42,Martinez,66.16771,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Caixinha De MÃÂºsica Do JoÃÂ£o,200,1543518521796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Marc Almond,Logged In,Avery,F,43,Martinez,197.17179,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Mr. Sad,200,1543518587796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
The Tallest Man On Earth,Logged In,Rylan,M,66,George,197.40689,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,A Lion's Heart,200,1543518699796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Pavement,Logged In,Avery,F,44,Martinez,149.83791,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,Heaven Is A Truck,200,1543518784796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Kanye West,Logged In,Rylan,M,67,George,311.92771,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Stronger,200,1543518896796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
Against Me!,Logged In,Avery,F,45,Martinez,129.43628,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,NextSong,1540646838796.0,1017,ClichÃÂ© Guevara,200,1543518933796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
,Logged In,Avery,F,46,Martinez,,paid,"Atlanta-Sandy Springs-Roswell, GA",PUT,Logout,1540646838796.0,1017,,307,1543518934796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
,Logged Out,,,47,,,paid,,GET,Home,,1017,,200,1543518958796,,
,Logged Out,,,48,,,paid,,PUT,Login,,1017,,307,1543518959796,,
,Logged In,Chloe,F,71,Cuevas,,paid,"San Francisco-Oakland-Hayward, CA",GET,Downgrade,1540940782796.0,1041,,200,1543519085796,Mozilla/5.0 (Windows NT 5.1; rv:31.0) Gecko/20100101 Firefox/31.0,49
,Logged In,Avery,F,49,Martinez,,paid,"Atlanta-Sandy Springs-Roswell, GA",GET,Home,1540646838796.0,1017,,200,1543519168796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",82
Rah Digga,Logged In,Rylan,M,68,George,384.10404,paid,"Birmingham-Hoover, AL",PUT,NextSong,1541020249796.0,983,Imperial (LP Amended Version),200,1543519207796,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/7.0.5 Safari/537.77.4""",16
